idx,class,conversation_sr
49,협박 대화,야 너가 게임 방법 팀킬장인 맞냐? 응 맞는데 뭐. 왜 불렀는데 목공 키도 조그마해서 초등학생도 못 이길 유희 덩치구만. 형이 사냥감 햄버거 사줄테니까 기분풀고 집에 가렴. 야 클랜전이었는데 너 때문에 망한거잖아. 사냥감 니 덕분에 우리 클랜 랭킹도 내려갔더라? 목초 기분 좋냐? 야 설마 향기 그거 때문에 그러냐? 애가 게임이랑 현실이랑 구분 못 하네. 그니까 너가 방구석 히키코모리처럼 사는거 아니냐? 그래 말 할 성 수 사냥감 치아 있을 사냥감 때 계속 애기 상권 해봐. 말 할 수 있을 때까지 내가 너 마음 누군지 모르지만 제발 게임이랑 현실이랑 구분 좀 해라 그러다 사람 주 죽이게 유희 용마 생겼다? 왜 랭킹 떨어졌다고 사람 죽이게? 잘아네. 내가 현질해서 거기까지 올려놨구만 너가 다 망쳤는데 책임져야지. 끈 니가 실컷 떠든것처럼 난 게임이랑 현실 구분 못 하니까 게임처럼 죽여볼게 유희 . 진짜 바로죽나 야 왜이래. 게임 사람 일 뿐인데 다음부터 안 그럴게. 랭킹 높여놔 줄게. 애초에 연대 너가 그렇게 말했으면 바로 넘어갔을텐데. 왜 사람 유희 자존감도 깍아내려가지고. 그 게임에서는 이 총 한번 헤드샷 날리면 바로 쓰러지러더라? 덕분에 실제로 그런지 테스트 해볼 수 있게 됐네 야 고맙다 고마워. 왜 이래. 총은 유희 또 어디서 난거야.그거 빨리 내려놔 수소 . 비율 너 그러다가 범죄자 된다니까?
50,갈취 대화,지나가는 애가 좀 잘하나산다며? 예. 형님 제가 우리 학교에서 잘 산다는 애야중에 하나그래 맞습니다. 어리버리하긴 해도 집안 는 끝내 준다고불러하더라구요 입니다 제 좀 와라 예 형님!! 야저기너 잠깐 우리 형님이 좀 보시잰다. 네 저를요? 왜요?? 말에 토달지 말고 가보면 알거 아냐 따라와 야빌려주라너네 집이 좀 산다며? 우리가 돈 하는데 뭐가 없어서 말얼굴 지갑 좀 .이러지 마세여 전 돈 없어요 아 그래? 그럼?가방 뒤져서 놀아야 나오면 1000원에 이야 한대 맞는다곱 맞고 줄래. 게 줄래??
51,직장 내 괴롭힘 대화,최대리는 이제 살 좀 등 빼야지 그래 사람이 너무 둔해 보이네 살 좀 빼는 게 어때 운동을 국 하고 있습니다 회사 일이 바쁜데 운동할 시간은 있나봐? 일은 제대로 하지도 않으면서 칼퇴는 일시 잘만 하잖아요 죄송합니다 운동을 시간 수수료 하는 게 아니라 먹는 걸 줄이라는 거야 사무실에서 쩝쩝거리기는 하고 말이야 죄송합니다 말로만 맨날 죄송하다고 하면 뭐해
52,기타 괴롭힘 대화,새우버거 아 고객님 새우버거 말고 저희 가게는 쉬림프 치즈버거 있는데 그걸로 드릴까요? 아니 무슨 말이 그렇게 많아! 아 죄송합니다. 이름이 달라서 확인차 여쭸습니다 그래서 뭐를 준다는말이야? 주면 주라는분노 줘! 받았을때 먹기 불편하실까봐 확인한것뿐입니다. 죄송합니다 아 뭐가 다르냔말이야!!!!!!!!1 아 새우가 들어간건 같은데 치즈도 들어가있고 치즈를 빼고 주면 될꺼아냐!!!!!!!!!!!!!!!이 멍청아 무슨말이 그렇게 많아 죄송합니다.
53,기타 괴롭힘 대화,야 손가락 장애 뭐?? 귀도 장애있냐? 왜 못알아들어 너 현재 뭐라했어 왜 장애보고 장애라고 하는게 잘못이야? 당장 사과해 싫은데 내가왜? 너 가만안둘꺼야 정말 무섭네 꺼져
54,기타 괴롭힘 대화,건데 ?하는안녕! 야! 너 하는거냐 카톡방 나갔는데 다시 초대하고 지랄이야? 가! 지랄이라고 했냐?!계속. 컸네 이 치길야 버러지 같은 게 아직아정신 못 차렸나보지 하 진짜 개빡치게 하네 머저리들 주제에많이저 새끼가 뭐라고 왜 머저리래 주제 파악 못 모지리는 너 아니냐 닥치고 있을 것이지 어디서 계속어쩔깝새끼 깝쳐?! 나도 이러면 가만히 있지 않을거야! 철중?! 어쩔거냐고!! 엄마 아빠한테 이를거야 이런 개찌질한 짓이라도 하려고?!
55,협박 대화,저기신고 할아버지 아무리 버스 안이기도 한데 환기도 잘 안되니까 마스크 좀 써주세요.그럼너가 뭔데 나 쓰라 말아야? 나한테 뭐 해준거 있어? 여럿 아니고 이제 버스에서 원래 마스크 안쓰면 내리시거나 벌금 내셔야 해요. 그래서 뭐 어쩌라고. 어릴 내좇을 수 있는 사람 있어? 여기서 내리세요 제가 내려드릴게요.안공공장소인데 남한테 피해주면 안되시죠. 너 내가 죽여버릴거야. 각오해. 마스크? 그거 평생 쓰게 . . 뭔 소리세 . 그런 말 함부러 만 안되죠.상관여기실제연세가 많으시다고 해도. 그니까 애초에 왜 내 신경을 건드려. 내가 지금은만들어줄게이렇게 조용하지만 지금적에는 그게 패마세요 다녔어. 오랜 에 힘 좀보고써야하네그게 고하시면 신고하실거고요. 마스크 하나 써달라고 했다고하시면그렇게나말씀하시지 협박. 내가 뭐 어떻게 말하던 무슨요 인가? 로 죽일것도 아닌데. 오늘 저녁에 죽을거 같을 때 신나게 요하던지 끌끌
56,기타 괴롭힘 대화,못생겼다 이런 댓글 달지죄마세요 팩트인데 뭐 얼굴 토나온다 사진 뭐야? 눈 너무 작아 다사진신고할이겁니다 무슨 로? 빻았다봐진짜뭐야 얼굴 메기 닮음 메기
57,갈취 대화,너 돈 많냐? 돈 좀 빌리자. 돈 안 갚을 거잖아. 내가 왜 빌려줘야 돼? 아 이 쪼잔하게. 그럼 확 뺏어? 아니. 이게 무슨. 뺏을까 빌려줄래? 둘 다 싫은데. 돈 오늘날 가지고 있는 거 다 내놔. 안돼. 제발 그냥 조금만 빌리는 거야. 알겠지? 하. 이럴 수가
58,갈취 대화,친구야 어.?무슨 썼어야? 너 오늘 화장했어? 아응. 잘먹었다 뭐일이? 아 이거 이번 아니야? 너무 이쁘다 나 얼른 싶어 아 별로 안비싸던데 그래? 별로 안비싸니까좀니가그건하나신상새거사면 되겠다 그치? 어?. . 갖구 줘 친구야
59,기타 괴롭힘 대화,어이 아가씨!! 저 아세요.? 이쁜데 어디 살아? 저리 가세요. 아 비싸게 굴지 말고. 몸매 죽이는데? 따라오지 마세요!! 아 그러지 말고 나 좀 따라와 봐. 재밌는 거 보여줄게. 따라오지 마시라고요!!! 더럽게 비싸게 경기장네!! 좀 따라오라고!! 이거 놔요!!!!!
60,직장 내 괴롭힘 대화,인재씨 회사가 만만해요? 그게 무슨 말씀자녀요 차장님 지난주에 저한테 사직 고려중이라고 말하지 않았나요 그건 제가 면담하다가 감정이 욱해서 그랬습니다 그럼 지금은 맘이 바뀌었습니까 네 그냥 다니기로 했습니다 죄송합니다 어휴 그때 사직서를 받아놨어야 되는데 죄송합니다 저는 인재씨 잘라버리고 싶어요. 일처리 똑바로 하세요 마음이 아프네요
61,갈취 대화,그러시군요요. 저 좀 도주세덴. 무슨일이세요?같네요도와드릴께요. 다치신요 없으세요? 감사합니다. 제가 지금 않고없고 어딘지도 모르겠어요. 아 저기. 잠시 따뜻한도와주세요곳으로 돈덕분에 네 살 것 .도감사합니다. 감사하면 보상을 될 것 제. 좀? 전 가진게해주셔야없어요. 나중에 잊지 않고 꼭 보답할께요. 그럼 다른 으로라도 보답해야지.것같은데가 뭐하러 당신을 도와줬겠습니까? 아.진짜 잊지 보답하겠습니다. 저 좀 집으로옮기시죠갈수있게 . 그러니까 돈을 주던가 다른걸로 보답을 하던가 하라고!!
62,기타 괴롭힘 대화,코털 왜 왜? 아됐고 너 매점가서 곰보빵 두개에 콜라하나 사와라 나 돈없어돈없어? 그럼 내가 돈줄 어 여기 1000원 줄테니까 빵두개 하나 사고 거스름돈 거슬러와라 야 택도없어 뒤질래? 쌔벼서라도 갖고와 색키 야
63,협박 대화,오빠 저랑 사귀어주세요. 오빠 신인때부터 제가 응원해왔고 오빠가 여기까지 올라올수 있었던건 저 덕분이잖아요.! 무슨 소리야. 무서운 소리하지말고 당장 내 앞에서 꺼져. 아니면 매니저 부르고 경찰에 신고할거야. 오빠. 팬사인회에서 나 사랑한다면서요. 무대때도 내 쪽 계솓 쳐다봤으면서.! 난 너 누구인지 기억도 못 하겠고 그런적 없어. 제발 내 팬이라면 이제 가줘 제발. 오빠. 내가 오빠 앞에서 죽어버렸으면 좋겠어요? 오빠는 팬 죽는거 보고싶어요.? 너 손에 그거 뭐야. 당장 내려놔. 위험해. 오빠랑 사랑할수 없다면 전 죽어버릴거에요. 신문사 기자한테도 다 소문 퍼트려놨어요. 오빠가 저 임신시키고 낙태시켰다구요. 너 정말 미쳤구나. 소름끼친다. 나 경찰 불렀고 너 곧 잡혀갈거야. 좋은 말 할때 사람 칼 내려놔. 오빠. 나 오빠가 어제 연예인 랑 데이트하는거 봤어요. 오빤 날 배신했네.? 난 오빠만 바라봤는데. 비참해. 죽어버릴거야!!! 손목 그을거야. 오빠도 같이 나랑 천국 가. 다음생에 만나면 우리 평생 사랑해요. 악 제발 다가오지 마!!!
64,기타 괴롭힘 대화,아 김여사 진짜 짜증나네 아줌마 낭군 여성 ! 차 일족 좀 빨리 유부녀 수입 뺍시다 아 죄송합니다 ! 제가 초보 가족 운전이라 . 아 진짜 아줌마가 뭔 운전이야 집에서 밥 마누라 이나 할 것이지 나와서 민폐 끼치네 말이 너무 심한 거 아녜요.? 뭐? 이 아줌마가 겁 상실했고만 김여사 앞으로 운전하지말고 집에서 애나 키우면서 남편 내조나 잘해 여자가 뭔 운전 유도 이야 저런 사람을 다 봤나! 하 어이가 없어서
65,기타 괴롭힘 대화,야 빵좀 사와 미안해 나영아 나 오늘은 돈영리 없어 아니 영리 미친놈영리 그럼 다른 애들 삥 뜯어서라도 구해와 아니 내가 어떡해 그렇게 하니 영리 새끼가 대들어? 그럼 빵을 훔쳐서라도 오라고 미친것아 너 이상해 도대체 왜 그러는거야 아니 영리 미친것이 우리가 우습나 그냥 니가 만만하니까 그런거지 아 아 그렇구나 아 아 그렇구나 그런식으로 말만 하지말고 빨리 사와 쓰레기야
66,직장 내 괴롭힘 대화,야 너?커피 좀 타와봐라 거 말씀 겁니까? 그래 서 그런 잡일 할 사람이 너 말고 누가 있는데? 아 죄송합니다 가 타오겠습니다 여기 타왔습니다. 어 씨 야 이저 먹으라고 탄여기거 맞냐? 해 믹스커피를 무슨 이렇게 맛대가리 없이 려고에그리고 뭐 나 혓바닥 화상입어서 죽으라고 이렇게일이뜨겁게 탔냐? 아이고 죄송합니다. 최대한 정성 들여 탔는데 입맛에 안 맞으셔서 죄송해요. 어떻게 잘살아야 지하나도 없어 내지금 다 안쓰러워 탔어 한다. 어떻게 지금까지 잘하시는살아있냐 잘하는것도 없는데 죄송합니다 앞으로 더 노력하겠습니다. 당연히 노력해야지 너 지금 이렇게 살면 뭐 하는 뒤 집에서 백수로 3년 해없다고너 받아줄 회사 똑바로똑같은 네 알겠습니다 죄송합니다.
67,기타 괴롭힘 대화,야 저 사람봐봐 진짜 그 티비에 나오는 못대체 개그맨 닮지 않았냐? 핳 야저진짜 못생겼다 헐 너무 크게 얘기했나봐 저기요 지금 저한테있는데말씀하신거에요 아닌데요 아 그래요? 네 그냥못가던길 가시면 될거같은데요? 야 사람 못생긴 대신 귀는 밝은가봐 자기가???푸하하하생긴지 아나보네 저기요 저한테 하신말 저 지금 모욕감을 느끼고 빨리 사과하세요 네? 다른사람보고심각한한말인데요? 그쪽이맞네요너무 예민한거 같은데요? 제가 다들었어요 그 두분들도 잘생기신편은 아닌거같은데 그런말할 권리가 어디있나요 생긴?
68,직장 내 괴롭힘 대화,아니 김대리 도대체 일처리가 이모양이냐? 아우가 혹시 실수한거 있나요? 아 말대꾸 따박따박 같네 죄송합니다. 야 내가 니 친구로 보이냐? 아닙니다. 너 진짜 회사에서 찍히고싶은거지? 죄송합니다 그런의도로 말한건 아닙니다 그냥 회사에서 쥐죽은듯이 살아 알겠습니다.
69,협박 대화,너 왜 같으면말식이안듣는데? 들을게진짜 말만 그렇게 하고 니가 하는게 없는데? 너 그럴때마다 ..죽이고 그래도 죽이고 싶다니 진심이야. 나 칼로면너 찌를 수 있어. 못할것같냐? 진정해 너내 진정되겠냐? 나 지금 칼 가져올거야. 미안해. 계속 그런 진짜싶어너 죽일거야 안그럴게
70,기타 괴롭힘 대화,니가너드디어 아들을 낳으니 내가 속이 다네시원하다. 아버지. 내가 그동안 명절마다 사돈에 안부 전화할때 네가 네 역할을 다하지 못이창피한얼마나 줄 알았니? 얼굴도 들지도 이야했다. 아 많은데 하아. 제가 더 만 고생이 심했어요. 니가 드디어 아기를 가졌으니 다행못.마다마침 아들이니인데더욱 다행이고. 네 아버지..진짜.해서 와서 너무 행복해요. 근데 시험관하느라 몇 년 허비 한 거 알지? 니 나이가 몇인데 빨랑 둘째 가져. 아버지진짜 저 힘들게 아기 가진거고 둘째 생각 없어요. 네가 큰 딸 그게 무슨 소리야? 빨랑 둘째 가져라. 애 키우느라 쉰다매. 어차피 시간도 .아버지병원 다니면서 힘써라. 아버지. 애 키우는 것도 힘들어요. 정말
71,협박 대화,자네가 내일 삼송그룹 회장이 192억 를 했다는 사실을 기사로 내보낸다는 기자인가 네 맞습니다 좋은 말로 할 때 그 기사 올리지 말게. 당신은 천호초 앞 우미린했는지아파트 602동 101호에 살고 당신네 자식은 8시35분 경에에등교말 하여 4시에 딩동댕피아노학원 세상가지? 이면 . 그걸 어떻게 지금 앞에는한 를 잘 들었을 거야. 우리가 기자 자네에게 이런 말 ?모르겠나? 제가 값자네올리게 된다면 어떻게 되나요 저 시민들의을알권리가 있고 대한민국을 밝히는 일이 제 직업포함수소명이기에라는기자 탈세직업을 까지했습니다. 자네같은 기자만 수십 아니 하루에도 열 명씩 처리한다네. 이 엔 권력이면 목숨만약 하나정도야 쉬워 지금 안한다고 하면 목숨분명 챙겨나갈 않습니까 내일헉 당신 적 당신의 가족들 전부가 죽게될거야 이 세상엔 경찰들이 있지 있지만? 은 폭로한다고 했던 왜가 죽는 것을 보고 공론화되어서택당신들이 다 죽인게 탄로날거에요 말귀를 잘 못알아 먹군. 자네가 이 세상을 바꿀 수 있을 거라 생각한다면 큰넘기고오산이야 멍청한 직업적 소명에 내일 당장 목매달고 작별인사도 못 한 채로 산에 쳐 묻히기 싫으면 조용히 파일을 나가게 네 살려주세요
72,갈취 대화,승한아 나 버스비 충전해야하는데 돈이 없어. 5만원만 빌려주라 응? 용돈돼. 는 한달 용돈 그런 가 말이야. 나 다녀 그럼 못학교. 좀 빌려줘 정말 미안한데. 나 진짜 돈이학교없어서 그래.야나 돈이 없어. 좀 빌려주라. 안돼. 미안해. . 좀를너무하네. 나나 당장없단 올 도 없다고 그럼 까지다니냐. 아니 그건 아닌데 너 빌려주면 나는 어떻게 벼텨. 내 너 용돈 받기 전까지 돌려줄게 그럼돈되는거 아니야? 알겠어. 안 받기 전걸어 꼭 줘
73,직장 내 괴롭힘 대화,나은씨 네? 가서 커피좀 타와 제가요? 그럼 여기 나은씨가 둘인가? 아 저 커피는 좀. 왜? 나은씨 집에서 부모한테도 커피 한번 안타줘봤어? 저희 부모는 스스로 내려드시는데요. 뭐??? 그럼 여기가 집이랑 같다고 생각하는거야?? 그건아닌데. 하고싶은거만 하면서 살 수 있다고 생각해? 가서 얼른 타와 입아프니까
74,기타 괴롭힘 대화,안녕하세요 혹시 번호 알수있을까요? 아니요 죄송해요. 한번만 주세요. 저 가야해요. 죄송합니다. 아니요 그냥 만 주세요. 싫다고요 이게 돌았나. 그냥 번호만 달라고. 싫다고요! 번호만 주면 왜 소리를 질러. 멍청해서 그런가. 뭐? 요? 그래 멍청!
